job_description_length,benefits_score,salary_usd
2036,9.3,93578
743,8.0,214274
1070,8.9,178303
730,6.0,36007
1012,8.5,171051
2381,9.2,198950
911,5.0,124387
1956,5.7,106704
1386,7.2,149562
1069,7.2,112666
721,5.4,102655
1304,6.9,60391
2248,9.4,93418
2247,5.1,64099
2021,6.9,170894
892,7.1,26067
822,8.7,87803
1230,5.2,73822
608,6.4,92932
1068,8.9,68084
1904,5.8,207439
868,9.4,96026
2217,6.3,59680
2056,7.5,56599
2133,5.8,76244
1801,9.4,79160
1384,8.1,60957
1725,6.7,155548
1989,9.0,123088
1174,5.7,121682
852,5.2,169915
2129,8.6,119381
575,9.1,133384
2343,6.7,122154
2386,6.7,66659
2078,8.7,92410
1513,6.6,81950
1050,6.7,192330
2017,9.3,194139
505,7.0,287100
1758,7.0,192660
1228,5.5,79472
2362,9.9,118867
1950,9.1,123406
1775,9.5,122245
2390,6.0,191922
2290,6.2,68565
1059,9.7,102495
1292,8.0,69321
2102,7.8,100703
2084,7.9,87600
765,5.1,104439
1465,6.6,114869
590,9.9,77038
1018,7.5,115588
2228,6.4,124933
743,9.4,105467
682,9.8,108242
1028,9.1,92353
1638,8.3,137894
512,5.1,80356
610,9.8,97471
2233,5.2,157922
680,5.3,86054
936,7.5,133023
1844,6.4,96262
1580,8.4,33333
1789,9.0,87092
2266,7.0,146551
1660,5.5,66231
1103,9.5,145114
683,5.6,146269
871,8.6,125674
1801,7.2,127447
1878,7.2,61294
1976,8.2,135156
1455,5.6,67394
2164,6.7,90125
521,8.3,136268
2026,7.0,69814
2053,10.0,295783
2108,7.2,85810
1049,6.7,197095
2250,9.2,122788
1663,7.6,124194
1711,5.3,58846
2401,7.1,106557
2027,7.1,128421
636,9.7,117576
912,6.9,57593
2111,8.6,212215
1618,9.2,135399
1302,7.1,166176
1279,9.7,144034
2230,7.1,61774
893,5.4,103881
1476,6.6,59689
928,6.8,191160
2234,5.7,89134
1401,6.1,142040
1670,6.1,67255
1967,9.8,186135
1846,6.0,53611
1959,8.2,94103
632,5.9,87733
985,8.7,128376
934,6.8,85553
2215,9.7,165398
2257,5.5,111102
2247,9.6,259032
1421,7.3,64774
725,6.8,221161
1914,9.0,240461
2189,9.3,95043
1885,7.6,39308
2323,7.8,118281
2123,5.7,107506
2120,8.0,161533
1647,5.0,106952
1171,7.2,117619
511,8.5,164714
2102,5.3,55967
1919,5.3,48225
1365,7.0,99314
2038,9.6,61925
1222,7.1,64161
942,9.9,59904
1296,7.5,84843
893,7.7,116882
556,6.6,41992
1509,8.9,83559
1526,6.8,165796
627,6.7,27209
1303,9.7,238785
1849,5.7,36971
1583,7.0,281022
1821,9.8,69740
1720,6.3,117773
1603,8.0,149573
1354,5.0,115785
2362,8.0,155051
860,5.3,69683
1335,6.3,63898
641,7.8,91901
1315,7.0,59695
1902,8.5,65038
2066,9.0,86847
2369,5.6,34236
1991,7.0,160503
1725,9.6,120317
2373,6.9,79295
1669,6.7,57136
2042,8.7,109133
1514,9.2,226278
1779,8.1,67762
1918,5.6,158626
2143,6.3,35902
2431,6.4,199630
688,8.8,34288
2185,5.9,64165
1318,5.2,68161
1879,5.1,190540
2054,8.6,145966
632,6.7,64339
2314,6.2,72089
794,9.3,121917
595,8.6,62465
781,9.7,120168
524,7.0,74225
2024,5.3,86630
2360,5.9,45119
1551,5.1,70424
1939,6.9,124107
1948,9.0,104599
947,8.5,130443
1994,7.2,51380
1786,6.9,55972
991,6.3,140112
1380,5.0,77842
566,6.9,143720
748,9.8,93910
508,8.6,92622
823,5.1,207950
818,8.7,52390
604,9.9,72765
1188,6.3,95125
1979,5.6,86783
2119,9.8,195942
1613,6.5,88045
858,6.4,34080
1415,5.4,159791
2049,6.4,82207
1979,8.6,121634
2226,5.3,29142
1769,6.4,62502
658,9.0,106016
776,7.7,223388
1344,6.3,260456
528,8.4,122043
1975,8.8,79246
2354,5.4,200872
1989,10.0,103261
1249,8.0,56852
1156,7.5,87803
1830,7.1,63510
2475,6.3,92068
2063,6.9,75818
2469,7.6,120141
1385,5.3,77151
2108,6.2,69108
937,9.0,209966
1240,9.9,75780
1668,8.1,59033
1737,7.4,173659
878,6.9,218617
1782,8.4,51900
1176,9.3,83722
1981,5.5,64831
1157,9.6,80478
2221,7.8,152682
998,7.2,73388
654,9.3,191472
2347,6.7,111011
548,8.5,61781
510,8.4,194729
1421,7.6,100526
2437,9.7,92755
1299,5.1,97289
1707,6.7,153741
2161,9.1,157987
657,5.5,120516
1169,7.2,203853
1806,8.3,142413
1290,8.9,173201
1275,5.7,204387
2213,6.7,24626
2442,7.1,30632
1334,8.9,51880
1958,9.4,105546
1481,7.5,156352
2048,5.3,82869
1549,6.4,249284
1786,5.1,143332
1144,8.9,102445
1531,9.4,95141
543,9.9,85527
1865,6.5,84275
2398,6.2,171765
1427,6.5,47657
2405,7.4,54748
613,6.1,47134
1487,5.6,84635
2353,6.5,84203
1615,5.4,105870
897,9.8,66252
1366,7.7,91263
689,6.2,69243
709,6.8,137522
817,7.1,266422
2329,6.6,199823
1109,7.0,69686
1801,8.7,173317
1255,6.0,181014
2116,8.8,262405
2433,5.7,109773
550,7.2,81338
1214,7.5,147302
590,9.3,89314
1799,7.1,131205
1716,9.1,236960
2406,9.2,70521
2464,6.6,22718
655,8.2,302715
1688,9.1,148771
1732,8.8,168216
1248,8.2,83184
1463,7.7,98439
802,8.3,164239
1741,8.3,96933
620,9.0,108451
886,6.7,63644
716,6.2,199800
1060,8.8,158584
2424,6.2,200639
612,9.8,76094
950,9.5,24147
540,5.5,50123
798,5.2,110573
715,8.6,108897
544,5.8,330519
911,8.0,64196
588,5.9,112869
1161,7.8,64664
723,6.4,175674
1006,9.8,95581
2434,6.5,158682
1866,6.5,145879
1979,9.4,196139
1594,7.8,334470
2127,6.5,87626
774,9.5,98110
2495,7.2,125951
1154,7.5,86390
1646,5.6,28282
1336,6.5,145712
2137,8.3,90645
1536,7.8,82283
717,5.9,71045
1617,9.3,62430
2418,7.8,106555
1129,7.5,71729
808,9.4,50504
2066,9.5,113850
644,8.0,315569
503,8.8,235397
1297,9.7,126375
2203,8.8,64708
2401,7.7,128518
1990,5.6,103052
663,8.9,98700
1780,8.4,36797
1404,8.9,171574
939,7.9,156283
769,8.7,66972
1550,5.4,122877
1935,7.8,245072
1670,8.3,43038
2363,8.2,111598
2248,6.3,251849
1859,7.8,110989
1861,7.6,127024
1609,8.8,332546
2345,7.6,133295
1409,6.3,86259
1252,9.0,110503
1802,8.4,108797
1346,6.3,184018
815,9.6,147794
1074,5.2,71774
1865,6.1,219834
538,5.1,186565
885,6.1,27602
1666,8.3,57129
1760,9.9,22217
501,7.2,67864
1838,9.5,84278
2197,7.7,116369
1776,6.2,110779
1349,6.0,285402
1063,9.2,169619
1333,8.1,119460
947,8.8,141162
1335,8.0,125984
2159,8.7,121116
1044,5.0,116096
1587,8.8,120313
1255,9.4,136464
2205,9.7,95934
2114,6.6,85570
2038,5.6,61645
1490,8.8,83872
2454,5.4,102899
1345,8.4,71513
984,5.2,115012
1165,6.6,47215
1304,5.0,118372
1611,5.6,147836
1882,6.8,224535
2108,9.4,138016
2026,9.3,93538
634,6.2,120674
1150,8.1,299206
1949,7.9,128478
773,6.6,60265
1099,7.6,279290
2403,9.4,110511
1818,6.1,108968
1907,6.4,81290
1266,5.1,191881
1384,6.9,106589
2239,8.1,97626
1654,5.2,141618
2104,6.8,95458
507,6.3,105315
2210,6.9,71116
1625,8.7,82679
1334,9.3,177922
1808,6.1,31465
582,7.7,114364
2093,8.0,206549
2317,7.4,112749
1832,7.3,97146
2048,5.7,35698
1711,6.1,64209
1228,7.8,108749
1225,9.1,78664
2323,9.6,72106
2002,5.6,41945
2244,7.9,135711
1679,5.7,311228
663,6.3,80311
1737,8.8,140434
2335,6.4,242982
2271,8.7,71755
1426,6.0,31328
925,8.1,108210
1609,9.1,127242
1905,9.4,122440
502,7.4,163000
773,7.3,238582
815,7.9,56341
1160,7.2,82286
550,7.3,206792
1981,5.9,111725
2329,8.6,256576
703,7.4,157172
551,10.0,38565
651,8.2,93643
2214,9.4,349386
2223,6.1,135479
1106,6.3,18474
1760,8.1,84485
710,9.1,108371
1584,9.2,115972
642,9.4,107070
1427,5.0,63084
2456,9.6,152429
1435,7.1,61740
626,7.0,135651
2414,7.9,91734
2228,9.3,178754
1969,7.3,141292
1847,6.2,63976
802,7.0,172992
1234,8.1,274237
543,6.7,191469
552,7.5,203503
1662,7.3,101614
2204,9.7,72890
1757,9.2,241369
749,6.3,80985
2083,8.9,48693
632,6.3,120364
1137,7.8,119327
2153,9.6,52959
615,8.8,44848
898,9.2,279410
1529,8.8,276943
1114,9.4,190274
1441,5.3,98262
2351,5.5,70103
909,6.5,244222
2490,8.4,98207
2339,9.1,74097
2307,8.8,57153
1974,9.2,99157
2450,5.3,104851
513,5.8,70704
1800,5.7,86595
1651,8.9,139992
2284,7.6,69365
1741,7.0,98050
603,6.6,20880
1483,5.4,80608
2259,8.4,121634
2480,7.7,200363
2294,6.6,65086
1503,9.2,76722
1467,8.3,136698
1410,9.4,89233
1458,9.7,51178
558,9.3,66263
2135,6.3,173476
2353,9.0,161253
739,5.5,261254
654,6.1,199726
1358,5.6,155809
2070,9.8,27270
825,7.1,123021
1379,9.3,218828
1154,7.4,96009
1914,8.0,105293
951,6.5,140098
2333,9.4,109453
513,5.8,135675
2440,8.4,55854
2045,10.0,95094
1646,5.6,218586
1675,8.2,49538
1593,7.6,133909
561,5.1,48444
1394,8.3,256902
1314,9.5,57022
1146,7.7,26272
2261,6.8,191403
1130,9.7,102609
1942,9.5,86953
2461,9.6,220260
2243,9.7,129728
1262,6.5,140854
1484,5.7,247679
1577,7.7,159898
1379,7.3,119549
688,8.3,141626
2456,9.9,83010
1512,7.6,102708
667,9.1,108628
2409,8.0,74902
1937,6.0,87428
1513,6.2,76047
2240,8.0,260148
1834,6.9,74496
1883,8.8,79118
1471,7.4,115756
1378,9.6,86602
1265,7.2,125719
2012,6.4,18481
2256,5.5,88351
1701,5.9,40280
1034,6.2,87759
725,9.6,140279
753,9.3,113020
562,7.3,213625
1020,9.0,127115
1121,5.5,53464
1834,7.7,105947
1479,6.6,389066
2180,6.9,162534
2132,9.3,67954
1099,6.6,236172
1353,7.4,235127
1111,7.1,122654
2209,5.5,205223
1848,6.6,148358
648,6.8,220353
1498,7.0,189506
1792,8.4,69812
993,9.9,61754
1229,8.2,87674
1487,7.8,100642
1973,7.1,179394
1656,7.7,177616
1654,6.0,31495
2386,7.4,44106
2025,7.3,60523
730,9.0,149499
1266,9.5,99163
1775,6.2,295991
1746,5.3,136129
1949,7.4,113701
629,5.7,81106
1445,7.7,69980
840,6.8,326836
560,6.6,99357
1962,9.5,147291
667,7.5,241227
1470,9.2,75529
2407,8.8,68543
1978,6.3,69686
1249,8.2,240290
2154,9.7,152827
708,6.3,124396
605,8.1,246978
522,7.0,102797
761,7.4,67987
1021,7.7,283056
697,5.8,362848
1719,9.9,63275
1936,9.8,61622
1591,9.0,82457
1383,8.7,71625
2426,9.7,119422
722,5.0,54944
908,6.3,52068
2330,7.6,34503
1419,5.9,95396
751,9.6,143291
1216,6.1,66180
947,9.6,142280
1124,6.5,72824
653,6.4,91337
2279,9.5,59812
1742,5.1,94416
1799,5.4,162702
1191,5.7,208539
1990,7.4,293805
1177,6.5,109663
1364,8.1,62003
1275,6.7,110601
1277,8.1,97802
987,7.0,31409
527,5.7,217049
929,6.8,113873
2288,8.3,154501
2365,7.8,65431
1806,8.5,182995
736,6.1,69850
2040,7.5,204758
2190,8.0,118924
899,8.4,140720
2250,9.7,83079
2076,8.2,160182
2158,9.8,64536
1816,9.1,250363
1982,7.3,45433
2401,5.4,63135
678,8.2,72576
1878,8.4,137937
1432,7.0,137663
1265,7.5,201971
1490,6.8,49095
2014,8.8,210286
2279,8.6,196218
894,5.4,18616
1146,8.2,118826
2120,9.6,277649
669,6.5,67075
1843,5.3,62913
1596,5.5,95618
1841,8.8,219644
1473,9.6,183702
2430,5.8,68877
1198,5.8,130605
1441,6.7,204630
1769,5.9,52908
970,8.7,94508
895,8.6,129697
1576,7.1,114261
2404,8.0,66838
1416,8.9,74558
805,6.4,77135
804,9.9,186851
1780,9.3,77859
852,8.2,90139
1519,8.6,149714
1526,8.8,176198
805,5.5,228336
1023,8.8,17942
609,9.5,140214
906,8.3,234802
2046,6.0,54715
1751,8.3,288436
704,5.5,77512
1547,8.9,230817
634,6.9,126549
1925,6.1,55058
2028,8.8,123391
2432,9.6,322051
979,7.4,37366
1216,7.7,243682
2172,8.0,159124
2441,9.9,49586
1586,7.7,307401
725,7.4,173982
1967,8.9,143207
1397,6.9,144621
1987,8.8,80428
2234,9.5,306456
761,8.1,123489
1973,8.6,131962
2363,6.6,115511
961,5.2,144101
2026,9.2,187329
926,9.2,113840
1293,7.2,246771
1395,8.6,126469
1821,9.8,23821
2016,9.1,165461
1653,7.0,24465
1380,5.1,83518
673,7.0,172981
1318,6.0,68862
626,8.2,126859
1446,7.2,71219
2170,9.9,125998
1915,7.6,178944
947,9.0,147376
1191,9.2,76399
1833,5.1,136519
2202,5.3,116176
1916,7.5,114218
1711,8.5,79786
1731,6.8,102654
2493,7.8,110047
1497,8.3,43437
1025,5.1,197171
1972,9.7,174106
2123,7.1,88358
1784,6.5,93787
2387,9.2,116502
820,6.5,35301
649,8.2,130851
2241,9.2,122176
826,9.0,175333
1764,8.6,113930
1307,8.3,122929
1747,7.4,188908
1478,9.1,66033
754,8.7,148648
1697,9.9,142225
1318,8.9,163931
1661,5.7,71392
742,8.0,111415
1056,8.1,67040
1964,6.8,336020
2305,7.2,194195
1401,5.7,110004
2155,8.5,65717
806,7.6,80715
2392,6.0,225112
2389,8.6,206433
1445,9.2,163201
1482,6.0,210688
1042,5.9,135482
690,9.9,80264
689,5.9,121140
1513,5.3,210071
2275,7.6,252427
1954,9.6,211690
1301,6.4,89052
1594,6.6,105815
2336,9.3,107540
2323,7.3,95240
1230,8.8,191684
1353,6.7,59242
1757,6.5,83529
1871,8.2,139067
2447,7.1,49440
1271,5.5,18220
1374,5.7,65418
2023,9.7,157206
536,8.5,125227
1832,8.1,99081
938,6.3,137965
2184,7.5,79335
1991,6.2,88458
763,8.6,122917
1648,6.9,51646
1716,5.8,105874
1975,7.7,52597
1444,6.4,90978
650,6.9,170390
832,8.0,104491
1332,5.4,89899
967,7.3,81953
2267,7.0,63919
1188,7.2,251077
690,7.3,154431
2097,6.3,84206
1596,8.2,94103
1002,5.4,172742
2174,8.1,202350
717,6.1,220924
2230,8.7,202063
679,8.6,156925
2152,9.7,127958
2274,9.1,88010
668,7.4,73299
2418,5.1,38886
1258,8.5,87404
2364,5.5,50608
1500,7.9,87958
1987,9.6,65492
1484,9.1,260160
1063,7.7,70254
858,6.7,159037
1552,7.1,117550
1358,9.7,138817
1830,8.5,233912
1334,8.7,83523
1029,7.5,49711
2433,8.1,116921
749,7.6,213255
2478,6.0,102306
1030,7.9,86619
2276,9.9,66607
928,6.4,103856
648,9.9,128302
2181,5.9,99518
1316,7.0,225083
871,6.0,76078
2426,6.8,208198
1337,7.0,115497
1509,6.8,30191
1088,7.0,122452
2318,7.6,80064
1084,5.8,156844
1083,6.1,204204
1465,9.2,33152
2408,6.3,65768
1618,8.2,73194
2104,8.3,55370
1090,5.3,210307
1654,7.3,84436
1338,8.3,54161
2197,5.7,205169
1506,9.6,38591
2243,6.6,68630
969,7.0,43605
2224,9.9,161575
1998,8.6,45084
1406,5.1,88847
1723,8.9,273652
1183,8.1,77815
937,7.6,71265
1313,9.0,206399
2171,7.3,199903
996,9.6,167578
1917,8.6,154721
1738,5.5,122754
1313,5.1,68729
1119,9.4,85966
960,8.3,131244
2497,8.8,122218
546,6.3,79816
531,8.4,76709
1371,8.3,53982
505,9.4,192615
2336,7.4,145605
1260,9.0,97274
1932,7.1,244858
1269,6.8,104413
2063,5.1,213972
1031,8.2,163739
1502,6.9,54758
1148,9.7,90479
2469,6.3,159487
2168,6.5,64591
1428,5.1,186453
1285,8.6,367782
797,7.6,122924
2447,6.4,243749
2462,9.4,78463
1228,9.4,177410
607,5.8,85282
1471,9.1,54574
1017,7.0,99684
769,9.3,107913
1027,5.6,110437
1820,7.2,32139
1381,9.5,78757
2038,9.1,264042
1662,7.2,208291
2234,6.8,100038
1416,6.7,77060
1253,6.1,222150
584,6.3,163117
616,7.2,221296
2150,9.7,75240
2175,6.0,190468
702,5.6,229205
1116,6.2,158082
1409,9.8,158388
673,9.5,270701
1432,8.5,106640
848,7.0,69424
1627,6.0,93528
2470,8.2,114025
505,8.6,91997
721,7.3,120244
1300,5.8,132194
1016,7.8,108571
1791,8.2,75698
2176,8.1,39365
974,7.4,183526
1608,5.2,143337
2029,6.6,63211
1108,9.2,60718
1084,9.8,93597
674,5.5,92670
648,9.2,52329
1722,5.9,110402
1318,9.9,79269
1890,7.2,147090
2009,9.3,95456
795,9.6,86713
2268,9.0,267784
608,9.1,107929
887,8.6,187961
2159,6.3,79425
1831,9.8,69795
607,6.0,91415
1355,9.4,69308
1644,9.0,262289
1796,8.0,117333
2490,5.0,109771
1894,5.2,150367
2369,9.8,88240
2335,7.4,158509
2223,9.4,95690
1112,8.0,65431
2195,8.7,41112
514,9.7,59137
1977,5.2,78995
1845,5.8,48283
621,9.2,151012
2018,7.0,225202
500,6.8,172242
2365,7.9,99624
1379,6.9,116417
557,5.8,181783
2333,7.3,150971
1541,7.2,94318
2341,7.0,95368
880,9.8,190518
2404,7.2,55407
2258,6.6,21909
562,9.3,92434
1008,5.9,161210
972,6.6,67818
1313,5.2,93012
1470,7.3,44243
1612,7.8,73792
1824,5.1,82816
1033,5.1,153795
827,8.6,86614
1776,6.4,75523
1714,8.6,105311
1387,6.7,49131
1235,8.1,26483
1007,6.0,107269
2242,6.5,78026
540,5.1,98849
812,8.6,246511
794,8.1,108146
1062,5.0,66740
1950,9.2,253573
993,6.4,79168
2392,6.5,139622
1723,7.5,43943
1442,5.3,162422
2472,9.5,43406
2081,9.2,95920
718,5.8,197698
1432,5.6,173515
1928,8.3,192426
2235,8.8,212764
1646,5.1,50136
1617,5.3,199327
1488,7.5,104098
2258,8.5,89534
679,9.5,72126
1834,8.2,120139
1007,5.5,209827
696,8.1,63620
1875,8.6,43464
799,8.2,81847
977,7.0,125011
1585,6.8,253282
1900,8.5,163715
1897,6.3,71407
1775,9.5,66634
681,7.6,160350
923,7.7,119141
2309,9.4,92580
530,5.3,145627
1675,7.7,213045
964,5.2,297403
2362,7.6,69197
1072,6.0,132689
2268,5.4,83336
1316,8.8,172090
853,9.2,24926
1102,5.6,211550
623,6.9,104635
2364,5.5,67458
839,7.5,137160
1170,9.8,68285
1639,6.8,74005
990,7.8,127491
1479,9.6,64002
2285,8.9,87641
1094,6.7,54064
2147,9.1,92164
1007,8.3,303272
2065,9.5,125114
1082,6.1,54317
1106,8.8,75401
1249,8.9,125780
2132,5.2,92433
1592,6.5,64856
1045,5.5,403493
988,5.2,68862
1217,7.5,210010
1700,10.0,123778
739,8.0,70793
1937,5.3,135779
1223,7.8,70351
1027,8.0,168478
2289,9.3,132893
1010,7.9,277707
604,10.0,131380
1705,6.8,104109
1202,5.7,144897
1410,6.5,234506
1314,7.5,138684
1506,6.3,91626
728,6.8,227796
788,9.8,237622
2408,5.6,59553
1561,6.8,75248
1663,7.9,44563
1747,5.6,186290
2453,6.7,130662
514,5.3,202772
1339,5.8,190276
1999,9.7,99498
1361,7.6,190361
541,8.0,62384
1764,8.7,139626
2043,6.8,76788
2020,8.5,177449
2439,7.3,61915
796,8.3,59769
1833,6.8,102469
812,6.3,144818
1140,9.6,151885
1697,5.3,76782
1139,7.8,76167
1852,8.3,109222
1174,8.7,112535
1359,5.2,283415
2301,8.4,75965
515,8.9,91675
2152,6.1,142668
1513,7.5,65229
1934,5.8,80835
2222,7.5,250293
2411,9.5,162995
573,8.5,247822
1731,6.2,168577
929,6.4,86183
882,9.1,95435
1672,5.1,86159
1576,9.5,30009
911,5.5,65632
2142,6.7,161846
624,5.2,67413
1850,9.3,95990
2154,6.5,80350
586,8.8,135564
1162,5.3,218274
2101,5.8,79956
1305,7.1,210360
1073,7.3,203510
761,6.2,54946
1359,9.0,301525
641,6.1,54730
1249,7.0,70076
1958,9.3,140236
1721,7.5,76319
1874,6.0,117897
849,5.1,67144
1095,6.9,77616
2171,5.3,141826
1343,6.1,73463
2237,7.0,109715
1393,5.8,69994
1001,6.5,117074
1754,8.6,105296
1737,9.4,165753
1371,6.2,136546
1568,8.3,61219
1632,7.0,86631
666,9.4,226414
1885,6.0,113616
1954,8.1,191958
2229,8.6,50163
1783,9.7,337422
1563,6.5,67566
2410,5.9,59923
786,9.9,238139
1351,6.2,231140
1365,6.9,124660
2042,8.7,147934
652,9.6,154109
1732,5.8,182664
2379,7.7,106779
1852,6.8,76695
1608,7.6,33529
1559,8.9,92400
1951,9.3,222418
1735,5.6,86393
1246,9.0,122637
1381,6.6,190440
2348,9.5,72783
1695,5.6,191481
1185,8.7,119141
1547,8.3,61294
1639,6.8,112748
1463,9.8,69817
1815,9.5,162528
2443,6.2,80432
1699,6.4,263161
643,9.9,70408
2027,6.5,84533
1087,7.6,94145
2340,8.1,52193
1495,9.8,153253
1220,9.7,87192
746,5.5,214211
1961,5.2,203264
1017,7.4,172259
1270,7.9,109363
1119,9.6,50885
1495,7.0,108450
2363,9.2,57880
1158,8.9,113212
653,7.1,161719
1646,5.5,71629
1258,9.4,257527
722,6.4,174720
1790,9.2,163238
1464,8.8,212985
581,7.5,115588
1297,7.4,76351
1790,7.1,127693
2344,7.5,199789
2185,9.7,60987
1328,9.6,86536
1754,8.9,96169
1373,6.7,192529
1798,9.5,100410
1491,6.1,52644
1135,5.6,141234
1542,9.0,110559
1730,5.2,217485
2090,6.6,71252
523,7.5,53971
1532,5.9,220263
652,7.6,277182
1983,5.4,66175
1817,7.5,87331
1376,9.3,139322
1598,6.4,111301
708,5.1,132825
790,8.8,169505
1421,9.5,88530
2400,6.2,127006
1476,6.4,244361
661,6.4,74201
2036,5.9,166881
1891,5.5,28173
2119,8.0,73010
1801,9.8,102446
1097,5.2,89214
645,6.1,203849
2122,9.3,231925
1584,6.5,135857
1590,7.7,135341
1288,9.7,131968
2322,5.5,123858
720,6.2,348262
1968,5.5,139444
763,9.5,149870
1882,9.7,71964
1675,7.0,27319
1274,9.0,150456
1211,9.1,305568
2218,5.0,181656
1605,5.3,83544
920,8.0,85383
837,7.5,118808
1881,9.2,110158
985,9.6,68395
655,5.2,83740
1995,6.1,52109
1523,9.9,103993
1413,8.2,183121
1994,9.6,76735
2468,7.2,206350
2109,5.6,105977
1784,8.0,216215
1501,6.6,75477
1022,9.1,48875
991,9.1,104599
527,8.4,48610
2265,6.7,63371
1240,6.9,62938
2436,6.4,90753
794,5.4,82651
2416,7.8,76895
2351,9.9,180262
1972,5.3,113460
2006,5.7,153403
1131,5.2,84780
1496,6.0,157851
1229,7.1,161328
856,10.0,180015
2205,7.5,169051
2206,9.3,47369
630,7.8,59893
2286,7.8,77568
766,9.5,65205
961,9.9,123050
2237,7.2,59751
1898,5.2,158205
1561,5.3,104978
1313,5.5,51383
1763,6.2,133639
2186,6.7,70113
1966,9.8,104072
1976,6.4,71642
1002,7.0,140288
1466,7.1,134675
1943,8.4,22938
2266,5.2,141684
2458,6.5,83033
2350,8.2,222353
906,9.7,89362
2156,8.1,199765
2167,8.5,102081
801,5.5,221776
609,8.6,95606
1703,5.2,102808
1678,7.7,104905
2492,6.9,133598
1949,9.9,282463
2291,6.2,146803
2395,10.0,226731
2131,9.4,85796
2183,5.8,67219
1129,6.5,19495
951,6.9,143665
1394,7.4,54072
2402,5.0,93668
1932,8.7,238158
1434,9.5,71023
806,9.9,86841
695,5.8,154195
1876,7.2,92933
2133,5.2,122175
1729,6.4,123306
926,5.8,103528
1172,6.8,98123
1380,8.2,75392
2296,6.1,47588
1706,8.8,64925
2496,6.8,59060
2416,8.5,206097
1175,8.0,61098
2154,9.2,63567
1912,5.7,247728
1042,8.2,125206
2433,5.9,72094
2072,7.1,85942
1221,5.6,191299
1743,7.9,145582
1535,5.8,91181
2088,9.3,100215
1642,6.1,47259
1936,9.3,244995
943,6.1,131732
846,6.6,142453
972,5.5,114905
1036,7.7,94309
1393,9.2,269435
1828,10.0,64365
1099,9.1,105348
1108,9.9,157110
536,8.6,312583
1101,10.0,74526
1199,5.3,172413
1823,9.0,163535
1298,9.2,132082
1489,8.4,261749
1951,6.7,68534
1007,7.8,95396
951,8.9,74131
667,6.9,115232
2113,9.1,58227
955,6.4,188430
2310,7.2,72415
660,8.4,49041
657,9.0,78075
1553,5.6,96725
883,9.6,116451
1160,7.4,96459
1326,8.1,254343
701,9.5,131234
1610,6.6,53585
686,6.6,156371
2259,9.8,166022
1779,9.8,87583
1324,5.1,131350
567,7.3,25847
2431,5.9,70279
533,5.8,83967
1085,7.0,117772
2164,9.6,77901
2304,9.5,251299
1669,8.2,56632
819,6.8,89248
2320,5.5,159129
1300,5.6,121563
1422,8.3,60861
1605,9.3,118967
2030,7.7,233392
2009,7.7,132254
621,8.1,64661
936,9.4,113314
1103,9.3,114505
2133,6.2,176423
1205,5.9,47416
1518,6.8,273664
576,8.1,158106
821,9.3,134252
2465,6.2,39883
1516,8.2,86586
2181,9.5,158006
2304,5.4,160380
1020,6.4,178755
1184,6.2,99536
862,5.8,124279
1392,5.1,64888
1601,5.7,102390
1250,9.1,43363
2347,9.0,82118
2439,6.6,138768
1711,7.9,48876
1577,8.4,72281
901,5.5,136114
1396,6.4,47355
1791,9.1,116538
1775,9.3,101215
1891,8.0,120939
605,7.9,53345
2343,8.2,49297
