experience_level,years_experience,salary_usd,experience_level_encoded
EN,1,72350,0
SE,7,92337,3
EN,0,53864,0
MI,4,33665,2
EX,13,182110,1
MI,4,115234,2
EX,12,163943,1
SE,9,153511,3
MI,4,110442,2
EX,14,136904,1
EN,1,83201,0
SE,6,134018,3
MI,2,88509,2
MI,2,126724,2
EX,15,281410,1
EX,17,162401,1
SE,8,180046,3
MI,2,73927,2
MI,3,109990,2
SE,6,126474,3
EX,13,160685,1
EX,16,317312,1
EN,0,85129,0
EX,16,162063,1
EN,1,50185,0
EX,12,212146,1
EX,19,205751,1
SE,5,144178,3
SE,5,154217,3
SE,6,118300,3
SE,5,164623,3
EX,12,209872,1
SE,6,140537,3
MI,2,72674,2
MI,2,96117,2
SE,7,132251,3
SE,9,180163,3
EN,0,64220,0
EN,1,70080,0
MI,3,72201,2
EX,11,150170,1
EN,1,68586,0
EN,1,58484,0
EN,0,53494,0
SE,7,175512,3
MI,2,124719,2
EN,0,65569,0
EX,13,184461,1
SE,8,176661,3
MI,3,113468,2
MI,3,94278,2
MI,3,124121,2
SE,7,118336,3
EN,1,63446,0
MI,4,88302,2
EN,1,69937,0
MI,3,76500,2
MI,2,133991,2
EN,1,37472,0
EN,0,55334,0
MI,4,118965,2
EN,0,59325,0
MI,3,79037,2
EX,15,149385,1
MI,2,76318,2
EX,18,189385,1
SE,9,130219,3
EX,16,150596,1
EX,14,144363,1
EN,1,21072,0
EX,14,186827,1
SE,9,143167,3
SE,6,128988,3
EX,13,276188,1
MI,2,41148,2
EX,10,79365,1
EX,17,60786,1
MI,3,85296,2
MI,2,111246,2
MI,2,89925,2
MI,2,90696,2
SE,8,131512,3
EX,15,198409,1
SE,6,157473,3
SE,7,126003,3
SE,5,119850,3
EN,1,95591,0
EN,0,73865,0
EN,0,71155,0
MI,2,69945,2
EN,0,24897,0
EN,0,67162,0
EN,1,57928,0
MI,4,153211,2
MI,2,111274,2
SE,5,119212,3
EX,15,167862,1
MI,4,73151,2
MI,4,159226,2
EN,1,62380,0
SE,9,113996,3
EN,1,51094,0
EN,1,69394,0
EN,0,105999,0
SE,8,99978,3
EN,0,52184,0
MI,2,76210,2
MI,4,67505,2
MI,4,70420,2
EN,0,23683,0
MI,3,120220,2
EX,15,185311,1
SE,6,140225,3
SE,9,126983,3
EX,11,198792,1
MI,3,84341,2
EN,1,59341,0
MI,3,26028,2
SE,9,146559,3
EX,12,258425,1
SE,7,158120,3
EN,0,77719,0
EN,0,28039,0
MI,2,96472,2
SE,5,89844,3
EN,0,79472,0
MI,3,92695,2
MI,2,105477,2
EN,0,59744,0
EN,0,75054,0
MI,4,75503,2
MI,4,86929,2
MI,4,80667,2
EX,11,142450,1
EX,11,145577,1
MI,2,138782,2
SE,8,148776,3
MI,4,150654,2
EX,11,262984,1
MI,2,82698,2
MI,3,78355,2
MI,2,83880,2
EN,0,67262,0
SE,5,65253,3
SE,5,100727,3
EX,17,201256,1
EN,1,98333,0
EX,19,238048,1
SE,6,111723,3
EN,0,62271,0
EX,18,186844,1
SE,9,151803,3
MI,3,86780,2
EN,0,92335,0
MI,4,79908,2
MI,4,139660,2
EN,0,55908,0
MI,4,88659,2
SE,8,205613,3
EN,0,90371,0
EN,0,88134,0
EN,1,42049,0
SE,8,53035,3
EN,1,24765,0
SE,5,162474,3
EX,15,156947,1
EX,13,174776,1
MI,3,70304,2
EX,16,172841,1
SE,6,130736,3
EX,17,250854,1
SE,7,143001,3
EX,11,248777,1
EX,11,287219,1
MI,2,116645,2
EN,0,52061,0
SE,5,104358,3
SE,7,64123,3
SE,6,149941,3
EN,0,56400,0
SE,6,95750,3
EN,0,64039,0
EN,1,56110,0
MI,4,124462,2
EX,11,190189,1
SE,9,110339,3
EX,18,198685,1
MI,4,118424,2
EN,0,77664,0
EN,1,60040,0
EN,0,79791,0
MI,2,124008,2
MI,4,35031,2
EN,0,67240,0
SE,8,94732,3
MI,3,129130,2
EX,19,228742,1
MI,4,96859,2
EN,1,86548,0
SE,9,145427,3
SE,7,144726,3
MI,2,118275,2
EN,0,90563,0
SE,9,107754,3
EN,1,63613,0
EX,15,185435,1
SE,9,46410,3
EX,18,143416,1
EN,0,76825,0
SE,7,198466,3
MI,2,130066,2
MI,4,112733,2
EN,1,46914,0
EX,19,275297,1
EX,10,161001,1
EN,0,73717,0
EX,16,173430,1
EX,10,289418,1
MI,4,25689,2
EN,1,60503,0
EX,16,278853,1
MI,4,84797,2
SE,5,112505,3
EX,19,322176,1
SE,9,153151,3
EN,0,89864,0
MI,3,103238,2
MI,4,62237,2
EX,11,250692,1
MI,2,75599,2
SE,9,170126,3
MI,4,112438,2
EX,17,202327,1
EN,1,49609,0
EX,12,101267,1
EX,17,175412,1
SE,6,132763,3
EX,19,146012,1
SE,9,128830,3
MI,2,73935,2
EN,0,20704,0
EN,1,106038,0
EX,18,256638,1
MI,4,160139,2
MI,2,125643,2
EN,1,33763,0
EN,0,51407,0
SE,9,93819,3
MI,3,108668,2
EX,19,128578,1
MI,2,34167,2
MI,3,82557,2
EN,0,73184,0
EX,10,185487,1
EX,13,184041,1
EN,0,63990,0
EN,1,77439,0
EN,0,54169,0
SE,6,97993,3
EN,1,79820,0
EN,1,104484,0
MI,3,103925,2
SE,9,99884,3
SE,5,153139,3
EN,0,61944,0
EN,1,65282,0
SE,9,96292,3
MI,4,157918,2
EN,0,68722,0
MI,4,34572,2
MI,4,46646,2
EX,15,235688,1
EX,17,273202,1
EX,11,191484,1
EX,12,59597,1
EX,12,152712,1
EX,14,260073,1
EN,1,21379,0
MI,4,39561,2
MI,4,126547,2
EX,17,187489,1
SE,8,131267,3
EN,0,77519,0
MI,2,108940,2
EX,12,151325,1
EX,13,164274,1
MI,2,96078,2
EX,17,234097,1
EX,17,285597,1
EX,16,273922,1
MI,4,61758,2
EX,15,216376,1
SE,7,137572,3
EX,16,206544,1
SE,6,141517,3
MI,4,87198,2
EN,0,87108,0
EX,15,214335,1
EX,15,153507,1
MI,2,73451,2
SE,9,141812,3
EX,11,185928,1
SE,7,114515,3
EX,15,175467,1
MI,2,88766,2
MI,4,111355,2
SE,5,128271,3
SE,9,123580,3
EN,1,77084,0
EN,1,46762,0
EX,13,218952,1
EN,1,61455,0
EX,17,66187,1
SE,8,130172,3
EN,1,77763,0
MI,2,100848,2
EX,18,144916,1
EX,17,241167,1
MI,3,122631,2
SE,9,52113,3
SE,8,131239,3
SE,7,39306,3
EN,0,55092,0
SE,7,155977,3
EN,0,92563,0
EN,1,56883,0
EN,1,63119,0
SE,7,124054,3
EN,0,70626,0
MI,3,95105,2
SE,6,142966,3
EN,1,30269,0
SE,8,172669,3
EX,14,129725,1
EN,0,63167,0
EX,10,258786,1
MI,2,44253,2
SE,7,130321,3
EX,13,163239,1
MI,4,88353,2
MI,4,99421,2
SE,7,92458,3
SE,7,176930,3
MI,4,87956,2
SE,7,178060,3
EX,18,274887,1
MI,4,111752,2
EN,0,58945,0
SE,6,192129,3
SE,8,111169,3
MI,3,92985,2
EN,0,96505,0
EX,12,158342,1
EN,1,93578,0
EX,13,214274,1
EX,17,178303,1
SE,7,36007,3
EX,13,171051,1
EX,14,198950,1
SE,8,124387,3
MI,3,106704,2
EX,16,149562,1
SE,8,112666,3
MI,2,102655,2
EN,1,60391,0
SE,9,93418,3
MI,4,64099,2
SE,8,170894,3
EN,0,26067,0
EN,1,87803,0
EN,1,73822,0
EN,0,92932,0
EN,0,68084,0
EX,18,207439,1
EX,10,96026,1
EN,1,59680,0
EN,1,56599,0
EN,1,76244,0
MI,4,79160,2
EN,0,60957,0
SE,5,155548,3
MI,2,123088,2
MI,4,121682,2
EX,14,169915,1
MI,4,119381,2
SE,6,133384,3
SE,8,122154,3
EN,1,66659,0
MI,2,92410,2
SE,9,81950,3
EX,19,192330,1
SE,7,194139,3
EX,14,287100,1
EX,18,192660,1
MI,3,79472,2
MI,2,118867,2
SE,7,123406,3
SE,5,122245,3
EX,14,191922,1
EN,0,68565,0
MI,3,102495,2
EN,0,69321,0
MI,4,100703,2
EN,1,87600,0
EN,1,104439,0
MI,4,114869,2
MI,4,77038,2
SE,7,115588,3
SE,8,124933,3
MI,2,105467,2
MI,2,108242,2
SE,6,92353,3
SE,5,137894,3
EN,0,80356,0
MI,3,97471,2
EX,13,157922,1
MI,3,86054,2
SE,8,133023,3
EN,0,96262,0
MI,4,33333,2
MI,4,87092,2
EX,16,146551,1
EN,1,66231,0
SE,5,145114,3
SE,7,146269,3
SE,9,125674,3
SE,8,127447,3
EN,0,61294,0
SE,6,135156,3
EN,1,67394,0
MI,3,90125,2
SE,5,136268,3
MI,2,69814,2
EX,12,295783,1
MI,4,85810,2
EX,10,197095,1
SE,7,122788,3
SE,8,124194,3
MI,3,58846,2
MI,3,106557,2
SE,9,128421,3
SE,8,117576,3
EN,0,57593,0
EX,16,212215,1
MI,3,135399,2
EX,15,166176,1
SE,9,144034,3
SE,6,61774,3
SE,5,103881,3
EN,0,59689,0
EX,12,191160,1
MI,3,89134,2
EX,17,142040,1
MI,2,67255,2
EX,14,186135,1
EN,0,53611,0
MI,3,94103,2
EN,0,87733,0
MI,2,128376,2
MI,2,85553,2
EX,10,165398,1
SE,9,111102,3
EX,18,259032,1
MI,3,64774,2
EX,19,221161,1
EX,18,240461,1
MI,2,95043,2
EN,1,39308,0
SE,9,118281,3
MI,3,107506,2
EX,14,161533,1
MI,4,106952,2
MI,3,117619,2
SE,7,164714,3
EN,1,55967,0
EN,1,48225,0
MI,2,99314,2
MI,4,61925,2
EN,0,64161,0
SE,8,59904,3
MI,2,84843,2
MI,2,116882,2
MI,4,41992,2
MI,3,83559,2
EX,15,165796,1
MI,2,27209,2
EX,19,238785,1
SE,5,36971,3
EX,12,281022,1
EN,1,69740,0
MI,4,117773,2
EX,17,149573,1
MI,4,115785,2
EX,14,155051,1
EN,0,69683,0
EN,0,63898,0
MI,4,91901,2
EN,1,59695,0
EN,0,65038,0
MI,2,86847,2
MI,4,34236,2
SE,8,160503,3
SE,6,120317,3
EN,0,79295,0
EN,0,57136,0
SE,8,109133,3
EX,15,226278,1
EN,0,67762,0
SE,9,158626,3
MI,2,35902,2
EX,19,199630,1
MI,3,34288,2
EN,0,64165,0
EN,1,68161,0
EX,17,190540,1
EX,13,145966,1
MI,2,64339,2
EN,0,72089,0
MI,4,121917,2
EN,1,62465,0
SE,9,120168,3
MI,4,74225,2
SE,8,86630,3
MI,4,45119,2
SE,6,70424,3
SE,7,124107,3
MI,2,104599,2
SE,7,130443,3
SE,7,51380,3
EN,0,55972,0
EX,10,140112,1
EN,1,77842,0
EX,16,143720,1
MI,2,93910,2
MI,2,92622,2
EX,16,207950,1
EN,0,52390,0
MI,4,72765,2
SE,7,95125,3
EX,10,86783,1
EX,18,195942,1
SE,8,88045,3
EN,0,34080,0
SE,9,159791,3
MI,2,82207,2
SE,6,121634,3
EN,1,29142,0
EN,0,62502,0
EX,18,106016,1
EX,13,223388,1
EX,13,260456,1
SE,9,122043,3
MI,4,79246,2
EX,14,200872,1
SE,5,103261,3
EN,1,56852,0
MI,4,87803,2
EN,1,63510,0
EN,1,92068,0
MI,4,75818,2
SE,6,120141,3
MI,2,77151,2
MI,4,69108,2
EX,19,209966,1
EN,1,75780,0
EN,0,59033,0
EX,15,173659,1
EX,18,218617,1
SE,6,51900,3
MI,4,83722,2
EN,1,64831,0
EN,1,80478,0
MI,2,152682,2
EN,0,73388,0
EX,18,191472,1
SE,5,111011,3
EN,0,61781,0
EX,13,194729,1
MI,3,100526,2
MI,4,92755,2
SE,8,97289,3
EX,10,153741,1
EX,18,157987,1
MI,3,120516,2
EX,18,203853,1
SE,7,142413,3
SE,6,173201,3
EX,13,204387,1
EN,0,24626,0
MI,3,30632,2
EN,1,51880,0
SE,5,105546,3
EX,18,156352,1
MI,4,82869,2
EX,10,249284,1
EX,12,143332,1
MI,3,102445,2
SE,5,95141,3
MI,2,85527,2
MI,4,84275,2
EX,10,171765,1
MI,4,47657,2
EN,0,54748,0
EN,0,47134,0
MI,3,84635,2
MI,3,84203,2
MI,4,105870,2
EX,16,66252,1
MI,4,91263,2
EN,0,69243,0
SE,7,137522,3
EX,11,266422,1
EX,12,199823,1
EN,0,69686,0
EX,18,173317,1
EX,18,181014,1
EX,19,262405,1
MI,2,109773,2
EN,1,81338,0
SE,5,147302,3
MI,3,89314,2
SE,8,131205,3
EX,12,236960,1
EN,1,70521,0
EN,1,22718,0
EX,12,302715,1
SE,8,148771,3
SE,6,168216,3
MI,4,83184,2
SE,8,98439,3
MI,4,164239,2
EN,1,96933,0
EN,0,108451,0
EN,0,63644,0
SE,8,199800,3
SE,8,158584,3
EX,17,200639,1
EX,19,76094,1
MI,3,24147,2
EN,1,50123,0
SE,7,110573,3
MI,4,108897,2
EX,11,330519,1
EN,0,64196,0
EX,19,112869,1
EN,0,64664,0
SE,7,175674,3
MI,2,95581,2
SE,7,158682,3
SE,9,145879,3
EX,11,196139,1
EX,13,334470,1
MI,3,87626,2
EX,18,98110,1
SE,9,125951,3
SE,6,86390,3
EN,0,28282,0
MI,2,145712,2
MI,4,90645,2
EN,1,82283,0
EX,19,71045,1
SE,6,62430,3
SE,9,106555,3
EN,0,71729,0
EN,0,50504,0
SE,9,113850,3
EX,14,315569,1
EX,15,235397,1
MI,4,126375,2
EN,0,64708,0
SE,7,128518,3
SE,9,103052,3
SE,8,98700,3
MI,4,36797,2
EX,10,171574,1
SE,8,156283,3
EN,0,66972,0
MI,2,122877,2
EX,15,245072,1
MI,2,43038,2
MI,4,111598,2
EX,15,251849,1
MI,3,110989,2
SE,8,127024,3
EX,14,332546,1
SE,5,133295,3
MI,3,86259,2
MI,3,110503,2
MI,4,108797,2
EX,17,184018,1
SE,6,147794,3
MI,3,71774,2
EX,18,219834,1
EX,17,186565,1
EN,1,27602,0
EN,1,57129,0
EN,0,22217,0
EX,19,67864,1
EN,0,84278,0
SE,5,116369,3
SE,7,110779,3
EX,11,285402,1
SE,9,169619,3
EX,16,119460,1
MI,2,141162,2
SE,9,125984,3
SE,8,121116,3
MI,3,116096,2
SE,6,120313,3
SE,9,136464,3
MI,2,95934,2
EN,0,85570,0
EN,1,61645,0
MI,4,83872,2
MI,3,102899,2
EN,0,71513,0
SE,9,115012,3
EN,0,47215,0
SE,8,118372,3
SE,8,147836,3
EX,15,224535,1
SE,8,138016,3
EN,0,93538,0
SE,9,120674,3
EX,11,299206,1
SE,6,128478,3
EN,1,60265,0
EX,16,279290,1
SE,9,110511,3
SE,8,108968,3
MI,3,81290,2
SE,5,191881,3
MI,2,106589,2
MI,3,97626,2
MI,2,141618,2
MI,4,95458,2
MI,3,105315,2
MI,3,71116,2
EN,0,82679,0
EX,12,177922,1
EN,1,31465,0
EN,1,114364,0
EX,15,206549,1
SE,6,112749,3
MI,2,97146,2
SE,5,35698,3
EN,1,64209,0
EN,0,108749,0
MI,4,78664,2
MI,4,72106,2
MI,2,41945,2
SE,8,135711,3
EX,17,311228,1
EN,1,80311,0
EX,17,140434,1
EX,10,242982,1
EN,1,71755,0
MI,2,31328,2
SE,9,108210,3
SE,9,127242,3
SE,7,122440,3
EX,17,163000,1
EX,12,238582,1
EN,1,56341,0
EN,1,82286,0
EX,10,206792,1
MI,4,111725,2
EX,14,256576,1
EX,10,157172,1
MI,3,38565,2
EN,1,93643,0
EX,11,349386,1
EX,19,135479,1
EN,1,18474,0
SE,9,84485,3
EN,1,108371,0
SE,7,115972,3
MI,3,107070,2
EN,0,63084,0
MI,3,152429,2
SE,6,61740,3
SE,5,135651,3
MI,3,91734,2
SE,7,178754,3
SE,5,141292,3
EN,1,63976,0
SE,6,172992,3
EX,12,274237,1
EX,13,191469,1
EX,19,203503,1
SE,6,101614,3
EN,0,72890,0
EX,11,241369,1
EN,0,80985,0
SE,6,48693,3
SE,6,120364,3
SE,9,119327,3
EN,1,52959,0
EN,1,44848,0
EX,19,279410,1
EX,18,276943,1
SE,9,190274,3
EN,1,98262,0
EN,1,70103,0
EX,14,244222,1
MI,4,98207,2
MI,4,74097,2
EN,1,57153,0
MI,3,99157,2
SE,8,104851,3
EN,1,70704,0
MI,4,86595,2
SE,5,139992,3
MI,2,69365,2
MI,2,98050,2
EN,1,20880,0
EN,0,80608,0
EN,1,121634,0
EX,19,200363,1
EN,1,65086,0
EN,0,76722,0
SE,5,136698,3
MI,3,89233,2
EN,1,51178,0
EN,0,66263,0
EX,17,173476,1
EX,15,161253,1
EX,12,261254,1
EX,14,199726,1
SE,8,155809,3
EN,1,27270,0
SE,5,123021,3
EX,13,218828,1
EN,1,96009,0
EX,11,105293,1
SE,6,140098,3
EN,1,109453,0
SE,5,135675,3
EN,1,55854,0
SE,5,95094,3
EX,12,218586,1
EN,1,49538,0
EX,15,133909,1
EN,1,48444,0
EX,17,256902,1
SE,9,57022,3
EN,1,26272,0
EX,13,191403,1
MI,3,102609,2
MI,2,86953,2
EX,19,220260,1
SE,7,129728,3
SE,5,140854,3
EX,19,247679,1
SE,9,159898,3
SE,7,119549,3
SE,9,141626,3
EN,0,83010,0
MI,2,102708,2
MI,3,108628,2
EN,0,74902,0
EN,0,87428,0
MI,3,76047,2
EX,18,260148,1
MI,2,74496,2
MI,3,79118,2
SE,5,115756,3
SE,6,86602,3
SE,6,125719,3
EN,0,18481,0
SE,6,88351,3
MI,3,40280,2
MI,3,87759,2
SE,7,140279,3
SE,5,113020,3
EX,15,213625,1
SE,5,127115,3
EN,1,53464,0
EN,1,105947,0
EX,10,389066,1
EX,13,162534,1
EN,1,67954,0
EX,16,236172,1
EX,11,235127,1
MI,3,122654,2
EX,15,205223,1
SE,6,148358,3
EX,10,220353,1
EX,17,189506,1
EN,0,69812,0
SE,5,61754,3
MI,3,87674,2
MI,4,100642,2
EX,19,179394,1
SE,6,177616,3
EN,1,31495,0
SE,9,44106,3
EN,0,60523,0
SE,5,149499,3
SE,8,99163,3
EX,19,295991,1
MI,2,136129,2
SE,5,113701,3
EN,1,81106,0
EX,14,69980,1
EX,12,326836,1
SE,7,99357,3
EX,16,147291,1
EX,12,241227,1
EN,0,75529,0
EN,1,68543,0
EN,0,69686,0
EX,18,240290,1
MI,4,152827,2
EX,15,124396,1
EX,13,246978,1
MI,3,102797,2
EN,1,67987,0
EX,15,283056,1
EX,13,362848,1
EN,1,63275,0
EN,1,61622,0
EN,1,82457,0
MI,4,71625,2
MI,3,119422,2
EN,1,54944,0
EN,1,52068,0
EN,0,34503,0
SE,5,95396,3
EX,14,143291,1
EN,1,66180,0
SE,9,142280,3
MI,3,72824,2
MI,3,91337,2
EN,1,59812,0
MI,4,94416,2
MI,4,162702,2
EX,16,208539,1
EX,13,293805,1
MI,4,109663,2
EX,10,62003,1
MI,4,110601,2
SE,7,97802,3
EN,0,31409,0
EX,15,217049,1
SE,5,113873,3
MI,4,154501,2
EN,1,65431,0
EX,14,182995,1
EN,1,69850,0
EX,14,204758,1
SE,9,118924,3
SE,7,140720,3
MI,4,83079,2
SE,7,160182,3
EN,0,64536,0
EX,18,250363,1
SE,7,45433,3
EN,1,63135,0
EX,10,72576,1
EX,18,137937,1
SE,6,137663,3
EX,19,201971,1
MI,4,49095,2
EX,17,210286,1
SE,8,196218,3
EN,0,18616,0
MI,4,118826,2
EX,15,277649,1
MI,2,67075,2
EN,0,62913,0
MI,4,95618,2
SE,9,219644,3
SE,8,183702,3
EN,1,68877,0
EX,13,130605,1
EX,17,204630,1
SE,9,52908,3
EN,0,94508,0
SE,6,129697,3
SE,8,114261,3
EN,1,66838,0
EN,0,74558,0
EN,1,77135,0
EX,12,186851,1
EN,1,77859,0
EN,0,90139,0
MI,2,149714,2
EX,19,176198,1
EX,19,228336,1
EN,1,17942,0
SE,5,140214,3
EX,12,234802,1
EN,1,54715,0
EX,17,288436,1
MI,3,77512,2
EX,16,230817,1
SE,7,126549,3
EN,0,55058,0
EX,11,123391,1
EX,11,322051,1
EN,0,37366,0
EX,11,243682,1
MI,3,159124,2
EN,1,49586,0
EX,10,307401,1
EX,13,173982,1
SE,7,143207,3
EX,12,144621,1
EN,0,80428,0
EX,17,306456,1
MI,3,123489,2
EX,18,131962,1
SE,6,115511,3
SE,9,144101,3
EX,10,187329,1
SE,7,113840,3
EX,19,246771,1
MI,4,126469,2
MI,4,23821,2
SE,8,165461,3
EN,1,24465,0
MI,4,83518,2
EX,16,172981,1
MI,4,68862,2
SE,7,126859,3
EN,0,71219,0
SE,6,125998,3
SE,7,178944,3
EX,17,147376,1
MI,2,76399,2
EX,19,136519,1
MI,4,116176,2
MI,4,114218,2
EN,1,79786,0
MI,3,102654,2
MI,3,110047,2
SE,9,43437,3
SE,6,197171,3
EX,12,174106,1
MI,4,88358,2
SE,5,93787,3
MI,3,116502,2
MI,2,35301,2
SE,5,130851,3
SE,9,122176,3
SE,6,175333,3
SE,9,113930,3
MI,2,122929,2
EX,16,188908,1
EN,1,66033,0
SE,6,148648,3
SE,9,142225,3
EX,13,163931,1
EN,1,71392,0
SE,6,111415,3
EN,1,67040,0
EX,16,336020,1
SE,6,194195,3
MI,2,110004,2
EN,1,65717,0
EN,1,80715,0
EX,19,225112,1
EX,16,206433,1
SE,8,163201,3
EX,17,210688,1
SE,5,135482,3
EN,0,80264,0
SE,8,121140,3
EX,13,210071,1
EX,10,252427,1
EX,11,211690,1
MI,2,89052,2
MI,2,105815,2
SE,7,107540,3
EN,0,95240,0
EX,11,191684,1
EN,1,59242,0
MI,2,83529,2
SE,9,139067,3
EN,0,49440,0
EN,0,18220,0
EN,0,65418,0
EX,14,157206,1
EN,1,125227,0
SE,8,99081,3
SE,7,137965,3
EN,0,79335,0
EX,16,88458,1
SE,6,122917,3
EN,1,51646,0
SE,7,105874,3
SE,8,52597,3
MI,4,90978,2
EX,18,170390,1
MI,2,104491,2
EX,12,89899,1
EN,0,81953,0
EN,0,63919,0
EX,16,251077,1
EX,11,154431,1
MI,3,84206,2
EX,10,94103,1
EX,14,172742,1
EX,18,202350,1
EX,18,220924,1
EX,16,202063,1
SE,8,156925,3
SE,6,127958,3
MI,4,88010,2
EX,11,73299,1
MI,3,38886,2
EN,0,87404,0
EN,0,50608,0
MI,4,87958,2
MI,2,65492,2
EX,17,260160,1
EN,0,70254,0
EX,19,159037,1
SE,9,117550,3
MI,2,138817,2
EX,16,233912,1
EN,1,83523,0
SE,8,49711,3
SE,6,116921,3
SE,8,213255,3
MI,2,102306,2
MI,2,86619,2
EN,1,66607,0
MI,3,103856,2
MI,2,128302,2
MI,4,99518,2
EX,19,225083,1
MI,2,76078,2
EX,17,208198,1
SE,6,115497,3
EN,0,30191,0
MI,2,122452,2
EN,1,80064,0
SE,8,156844,3
SE,8,204204,3
MI,3,33152,2
SE,9,65768,3
MI,3,73194,2
EN,0,55370,0
EX,18,210307,1
EN,1,84436,0
EN,1,54161,0
EX,12,205169,1
MI,4,38591,2
EN,0,68630,0
SE,9,43605,3
EX,16,161575,1
MI,3,45084,2
SE,5,88847,3
EX,12,273652,1
EN,1,77815,0
MI,2,71265,2
EX,18,206399,1
EX,16,199903,1
SE,6,167578,3
SE,6,154721,3
SE,7,122754,3
EN,0,68729,0
EN,0,85966,0
SE,8,131244,3
SE,7,122218,3
EN,1,79816,0
MI,2,76709,2
EN,0,53982,0
EX,11,192615,1
SE,8,145605,3
MI,2,97274,2
EX,15,244858,1
MI,4,104413,2
SE,6,213972,3
EX,18,163739,1
EN,0,54758,0
MI,4,90479,2
SE,7,159487,3
EN,1,64591,0
EX,19,186453,1
EX,16,367782,1
MI,4,122924,2
EX,19,243749,1
MI,3,78463,2
SE,6,177410,3
MI,2,85282,2
EN,1,54574,0
MI,4,99684,2
SE,9,107913,3
MI,2,110437,2
MI,2,32139,2
MI,3,78757,2
EX,12,264042,1
EX,11,208291,1
MI,4,100038,2
EN,0,77060,0
EX,16,222150,1
EX,15,163117,1
EX,10,221296,1
MI,3,75240,2
EX,10,190468,1
EX,19,229205,1
EX,17,158082,1
SE,7,158388,3
EX,10,270701,1
MI,4,106640,2
MI,2,69424,2
EN,0,93528,0
MI,3,114025,2
MI,4,91997,2
SE,7,120244,3
EX,18,132194,1
EX,11,108571,1
EN,1,75698,0
MI,3,39365,2
EX,10,183526,1
EX,14,143337,1
EN,1,63211,0
EN,0,60718,0
MI,2,93597,2
SE,9,92670,3
EN,1,52329,0
MI,4,110402,2
EN,0,79269,0
SE,8,147090,3
SE,7,95456,3
MI,2,86713,2
EX,17,267784,1
MI,4,107929,2
SE,5,187961,3
EN,0,79425,0
MI,4,69795,2
MI,3,91415,2
EN,0,69308,0
EX,12,262289,1
MI,3,117333,2
MI,2,109771,2
MI,3,150367,2
MI,2,88240,2
EX,19,158509,1
EN,0,95690,0
EN,0,65431,0
MI,4,41112,2
EN,0,59137,0
MI,4,78995,2
SE,7,48283,3
SE,6,151012,3
EX,10,225202,1
EX,18,172242,1
MI,3,99624,2
SE,7,116417,3
EX,19,181783,1
SE,7,150971,3
MI,2,94318,2
MI,2,95368,2
EX,15,190518,1
SE,5,55407,3
EN,1,21909,0
MI,3,92434,2
SE,6,161210,3
SE,5,67818,3
MI,3,93012,2
MI,4,44243,2
EN,0,73792,0
EX,17,82816,1
SE,5,153795,3
MI,3,86614,2
EN,1,75523,0
SE,5,105311,3
EN,1,49131,0
EN,1,26483,0
SE,9,107269,3
EN,1,78026,0
MI,4,98849,2
EX,16,246511,1
EN,0,108146,0
EN,1,66740,0
EX,17,253573,1
MI,2,79168,2
SE,9,139622,3
SE,9,43943,3
EX,17,162422,1
EN,0,43406,0
MI,2,95920,2
EX,13,197698,1
EX,16,173515,1
EX,11,192426,1
SE,8,212764,3
EN,0,50136,0
EX,14,199327,1
EN,0,104098,0
MI,2,89534,2
EN,0,72126,0
SE,6,120139,3
EX,17,209827,1
EN,0,63620,0
EN,0,43464,0
SE,9,81847,3
SE,9,125011,3
EX,18,253282,1
EX,10,163715,1
EN,0,71407,0
EN,0,66634,0
EX,10,160350,1
SE,7,119141,3
MI,4,92580,2
SE,5,145627,3
EX,12,213045,1
EX,14,297403,1
MI,3,69197,2
SE,7,132689,3
MI,2,83336,2
SE,5,172090,3
EN,0,24926,0
EX,17,211550,1
SE,6,104635,3
EN,1,67458,0
SE,8,137160,3
EN,0,68285,0
EN,0,74005,0
SE,5,127491,3
EX,14,64002,1
MI,4,87641,2
EN,0,54064,0
MI,4,92164,2
EX,11,303272,1
EX,12,125114,1
EN,1,54317,0
MI,4,75401,2
SE,5,125780,3
EN,0,92433,0
EN,1,64856,0
EX,14,403493,1
EX,17,68862,1
EX,18,210010,1
SE,5,123778,3
MI,2,70793,2
EX,18,135779,1
MI,4,70351,2
MI,2,168478,2
EX,17,132893,1
EX,13,277707,1
MI,3,131380,2
SE,7,104109,3
SE,7,144897,3
EX,12,234506,1
MI,4,138684,2
MI,3,91626,2
EX,11,227796,1
EX,11,237622,1
EN,1,59553,0
MI,4,75248,2
SE,5,44563,3
SE,8,186290,3
EX,13,130662,1
EX,11,202772,1
EX,18,190276,1
SE,6,99498,3
EX,15,190361,1
EN,1,62384,0
SE,8,139626,3
EX,17,76788,1
SE,8,177449,3
EN,0,61915,0
EN,0,59769,0
MI,2,102469,2
MI,2,144818,2
SE,7,151885,3
EN,1,76782,0
MI,3,76167,2
MI,3,109222,2
SE,7,112535,3
EX,19,283415,1
MI,4,75965,2
MI,4,91675,2
EX,15,142668,1
EN,1,65229,0
MI,2,80835,2
EX,13,250293,1
MI,2,162995,2
EX,19,247822,1
SE,6,168577,3
EN,1,86183,0
EN,0,95435,0
MI,4,86159,2
EN,0,30009,0
EN,1,65632,0
SE,6,161846,3
EN,1,67413,0
SE,9,95990,3
MI,4,80350,2
EX,16,135564,1
EX,12,218274,1
MI,3,79956,2
EX,11,210360,1
